[0.000000] (-) TimerEvent: {}
[0.000312] (ball_chase) JobQueued: {'identifier': 'ball_chase', 'dependencies': OrderedDict()}
[0.000738] (ball_chase) JobStarted: {'identifier': 'ball_chase'}
[0.099410] (-) TimerEvent: {}
[0.199754] (-) TimerEvent: {}
[0.300220] (-) TimerEvent: {}
[0.400682] (-) TimerEvent: {}
[0.501190] (-) TimerEvent: {}
[0.601615] (-) TimerEvent: {}
[0.702014] (-) TimerEvent: {}
[0.802505] (-) TimerEvent: {}
[0.902883] (-) TimerEvent: {}
[1.003353] (-) TimerEvent: {}
[1.103904] (-) TimerEvent: {}
[1.204288] (-) TimerEvent: {}
[1.304680] (-) TimerEvent: {}
[1.405107] (-) TimerEvent: {}
[1.505539] (-) TimerEvent: {}
[1.605916] (-) TimerEvent: {}
[1.706246] (-) TimerEvent: {}
[1.795698] (ball_chase) Command: {'cmd': ['/usr/bin/python3', '-W', 'ignore:setup.py install is deprecated', '-W', 'ignore:easy_install command is deprecated', 'setup.py', 'egg_info', '--egg-base', '../../build/ball_chase', 'build', '--build-base', '/home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build', 'install', '--record', '/home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/install.log', '--single-version-externally-managed', 'install_data'], 'cwd': '/home/ubuntu/dev/BallChase/ros2_ball_chase_ws/src/ball_chase', 'env': {'HOSTNAME': '4dadb3692f69', 'SHLVL': '2', 'LD_LIBRARY_PATH': '/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/aarch64-linux-gnu:/opt/ros/humble/lib', 'HOME': '/home/ubuntu', 'OLDPWD': '/home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build', 'NVM_BIN': '/home/ubuntu/.nvm/versions/node/v20.11.1/bin', 'NVM_INC': '/home/ubuntu/.nvm/versions/node/v20.11.1/include/node', 'ROS_PYTHON_VERSION': '3', 'LC_CTYPE': 'C.UTF-8', 'NVM_DIR': '/home/ubuntu/.nvm', 'COLCON_PREFIX_PATH': '/home/ubuntu/dev/ros_uq_ws/install', 'ROS_DISTRO': 'humble', '_': '/usr/bin/colcon', 'ROS_VERSION': '2', 'TERM': 'xterm', 'ROS_LOCALHOST_ONLY': '0', 'PATH': '/home/ubuntu/.local/bin:/opt/ros/humble/bin:/home/ubuntu/.local/bin:/opt/ros/humble/bin:/home/ubuntu/.nvm/versions/node/v20.11.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'VK_ICD_FILENAMES': '/etc/vulkan/icd.d/', 'XDG_RUNTIME_DIR': '/tmp', 'DISPLAY': ':0', 'LS_COLORS': 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:', 'AMENT_PREFIX_PATH': '/home/ubuntu/dev/ros_uq_ws/install/my_robot_pkg:/opt/ros/humble', 'VK_LAYER_PATH': '/etc/vulkan/layer.d/', 'PWD': '/home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase', 'NVM_CD_FLAGS': '', 'PYTHONPATH': '/home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/prefix_override:/usr/lib/python3/dist-packages/colcon_core/task/python/colcon_distutils_commands:/home/ubuntu/dev/BallChase/ros2_ball_chase_ws/install/ball_chase/lib/python3.10/site-packages:/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages', 'COLCON': '1', 'CMAKE_PREFIX_PATH': '/home/ubuntu/dev/ros_uq_ws/install/my_robot_pkg'}, 'shell': False}
[1.806330] (-) TimerEvent: {}
[1.906899] (-) TimerEvent: {}
[2.007446] (-) TimerEvent: {}
[2.107777] (-) TimerEvent: {}
[2.197801] (ball_chase) StdoutLine: {'line': b'running egg_info\n'}
[2.207850] (-) TimerEvent: {}
[2.221002] (ball_chase) StdoutLine: {'line': b'writing ../../build/ball_chase/ball_chase.egg-info/PKG-INFO\n'}
[2.221192] (ball_chase) StdoutLine: {'line': b'writing dependency_links to ../../build/ball_chase/ball_chase.egg-info/dependency_links.txt\n'}
[2.222487] (ball_chase) StdoutLine: {'line': b'writing entry points to ../../build/ball_chase/ball_chase.egg-info/entry_points.txt\n'}
[2.224013] (ball_chase) StdoutLine: {'line': b'writing requirements to ../../build/ball_chase/ball_chase.egg-info/requires.txt\n'}
[2.225126] (ball_chase) StdoutLine: {'line': b'writing top-level names to ../../build/ball_chase/ball_chase.egg-info/top_level.txt\n'}
[2.307952] (-) TimerEvent: {}
[2.408261] (-) TimerEvent: {}
[2.442452] (ball_chase) StdoutLine: {'line': b"reading manifest file '../../build/ball_chase/ball_chase.egg-info/SOURCES.txt'\n"}
[2.444884] (ball_chase) StdoutLine: {'line': b"writing manifest file '../../build/ball_chase/ball_chase.egg-info/SOURCES.txt'\n"}
[2.445239] (ball_chase) StdoutLine: {'line': b'running build\n'}
[2.445383] (ball_chase) StdoutLine: {'line': b'running build_py\n'}
[2.445733] (ball_chase) StdoutLine: {'line': b'copying ball_chase/__init__.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase\n'}
[2.446174] (ball_chase) StdoutLine: {'line': b'copying models/__init__.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/models\n'}
[2.446658] (ball_chase) StdoutLine: {'line': b'copying ball_chase/nodes/diagnostics_visualizer_node.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/nodes\n'}
[2.447070] (ball_chase) StdoutLine: {'line': b'copying ball_chase/nodes/diagnostics_node.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/nodes\n'}
[2.447369] (ball_chase) StdoutLine: {'line': b'copying ball_chase/nodes/transform_receive.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/nodes\n'}
[2.447617] (ball_chase) StdoutLine: {'line': b'copying ball_chase/nodes/basketball_tracker_node.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/nodes\n'}
[2.448987] (ball_chase) StdoutLine: {'line': b'copying ball_chase/nodes/yolo_ball_node.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/nodes\n'}
[2.449155] (ball_chase) StdoutLine: {'line': b'copying ball_chase/nodes/state_aware_fusion_node.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/nodes\n'}
[2.449227] (ball_chase) StdoutLine: {'line': b'copying ball_chase/nodes/fusion_node.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/nodes\n'}
[2.449295] (ball_chase) StdoutLine: {'line': b'copying ball_chase/nodes/hsv_ball_node.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/nodes\n'}
[2.449416] (ball_chase) StdoutLine: {'line': b'copying ball_chase/nodes/transform_test.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/nodes\n'}
[2.449523] (ball_chase) StdoutLine: {'line': b'copying ball_chase/nodes/depth_camera_node.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/nodes\n'}
[2.450089] (ball_chase) StdoutLine: {'line': b'copying ball_chase/nodes/lidar_node.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/nodes\n'}
[2.450267] (ball_chase) StdoutLine: {'line': b'copying ball_chase/nodes/__init__.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/nodes\n'}
[2.451183] (ball_chase) StdoutLine: {'line': b'copying ball_chase/config/config_loader.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/config\n'}
[2.451286] (ball_chase) StdoutLine: {'line': b'copying ball_chase/config/__init__.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/config\n'}
[2.451406] (ball_chase) StdoutLine: {'line': b'copying ball_chase/utilities/resource_monitor.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/utilities\n'}
[2.452266] (ball_chase) StdoutLine: {'line': b'copying ball_chase/utilities/depth_camera_calibrate.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/utilities\n'}
[2.452372] (ball_chase) StdoutLine: {'line': b'copying ball_chase/utilities/performance_metrics.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/utilities\n'}
[2.452444] (ball_chase) StdoutLine: {'line': b'copying ball_chase/utilities/time_utils.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/utilities\n'}
[2.452519] (ball_chase) StdoutLine: {'line': b'copying ball_chase/utilities/synchronized_processor.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/utilities\n'}
[2.452620] (ball_chase) StdoutLine: {'line': b'copying ball_chase/utilities/tracking_visualizer.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/utilities\n'}
[2.452722] (ball_chase) StdoutLine: {'line': b'copying ball_chase/utilities/kalman_fusion_with_sync.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/utilities\n'}
[2.453324] (ball_chase) StdoutLine: {'line': b'copying ball_chase/utilities/profile_test.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/utilities\n'}
[2.453420] (ball_chase) StdoutLine: {'line': b'copying ball_chase/utilities/ground_position_filter.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/utilities\n'}
[2.453483] (ball_chase) StdoutLine: {'line': b'copying ball_chase/utilities/movement_predictor.py -> /home/ubuntu/dev/BallChase/ros2_ball_chase_ws/build/ball_chase/build/lib/ball_chase/utilities\n'}
